relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
758989@28_0-758989@28_27,758989@28,Stephen O'Neill-Colm McCullagh,,0.072,"{O'Neill,'s,return,to,action,came,earlier,than,many,expected,during,the,2008,All-Ireland,Senior,Football,Championship,Final,"","",as,a,25th,minute,sub,for,the,injured,Colm,McCullagh,.}",27,2,0,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[many],INV_NGRAM_1_[2008],INV_NGRAM_1_[earlier],INV_NGRAM_1_[action],INV_NGRAM_1_[return]}","{-1.17199,-0.544551,-0.454753,-0.270013,0.269887,-0.167974}"
13841744@1_0-13841744@1_6,13841744@1,Neely Edwards-Cornelius Limbach,,0.874,"{Neely,Edwards,Neely,Edwards,-LRB-,born,Cornelius,Limbach,;,September,16,"","",1883,July,10,"","",1965,-RRB-,was,an,American,vaudeville,performer,and,film,actor,.}",6,2,0,2,2,"{INV_NGRAM_1_[bear],""INV_BETW_L_[dep dep nn]""}","{2.23147,-0.129643}"
14926775@3_7-14926775@3_5,14926775@3,Jeyaveera Cinkaiariyan-Alagkkonara,,0.256,"{According,to,traditional,sources,"","",Alagkkonara,defeated,Jeyaveera,'s,naval,and,land,forces,and,assumed,royal,power,in,the,southern,Gampola,Kingdom,.}",5,1,7,1,1,"{people_between_bucket=0,NGRAM_1_[defeat],""BETW_L_[nsubj dobj poss]"",WORD_SEQ_[defeated],""BETW_D_[nsubj defeat dobj force poss]"",""BETW_[nsubj defeat dobj force poss]""}","{-0.729378,-0.506905,0.282705,-0.0201768,-0.000125359,-0.000125359}"
31105894@12_2-31105894@12_0,31105894@12,Roy Gussow-Kachergis,,0.566,"{Kachergis,encouraged,Gussow,to,enter,the,fields,of,art,and,design,.}",0,1,2,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[encourage],""BETW_D_[nsubj encourage dobj]"",""BETW_[nsubj encourage dobj]"",WORD_SEQ_[encouraged]}","{-0.729378,0.459084,0.268477,0.111051,0.111051,0.102332}"
11822003@9_0-11822003@9_22,11822003@9,John Pegram-Peterson Goodwyn,,0.332,"{Pegram,was,elected,as,a,Democratic-Republican,to,the,Fifteenth,Congress,to,fill,the,vacancy,caused,by,the,death,of,United,States,Representative,Peterson,Goodwyn,.}",22,2,0,1,1,"{INV_NGRAM_1_[death],INV_NGRAM_1_[cause],INV_NGRAM_1_[vacancy],INV_NGRAM_1_[elect],INV_NGRAM_1_[fill],""INV_BETW_D_[prep_of death agent cause vmod vacancy dobj fill xcomp elect nsubjpass]""}","{-0.41098,-0.234903,-0.13328,0.0966364,-0.0760651,-0.0207089}"
8345310@8_0-8345310@8_34,8345310@8,Georgios Zariphis-Dede Aghach,,0.188,"{Zariphis,also,sponsored,the,foundation,of,Greek,language,schools,"","",which,were,named,Zariphia,after,schools,:,like,the,Zariphios,School,in,Philippopolis,-LRB-,present-day,:,Plovdiv,"","",Ottoman,name,:,Filibe,-RRB-,and,Dede,Aghach,-LRB-,present-day,:,Alexandroupoli,-RRB-,.}",34,2,0,1,1,"{INV_NGRAM_1_[name],INV_NGRAM_1_[also],INV_NGRAM_1_[like],INV_NGRAM_1_[school],INV_NGRAM_1_[foundation],INV_NGRAM_1_[language]}","{-0.73639,-0.687095,-0.219054,0.152463,-0.0613181,-0.0265469}"
897946@3_0-897946@3_4,897946@3,Ted Gärdestad-Arne,,0.982,"{Ted,was,born,to,Arne,and,Margit,G,rdestad,in,1956,and,grew,up,in,Sollentuna,Municipality,"","",Stockholm,County,.}",4,1,0,1,1,"{INV_NGRAM_1_[bear],""INV_BETW_[prep_to bear nsubjpass]"",""INV_BETW_D_[prep_to bear nsubjpass]"",""INV_BETW_L_[prep_to nsubjpass]""}","{2.23147,0.700872,0.7006,0.252443}"
682925@18_4-682925@18_20,682925@18,Nasser Hussain-Mehriyar,,0.108,"{As,a,child,"","",Nasser,'s,first,experiences,of,cricket,were,family,visits,to,Chepauk,"","",where,his,younger,brothers,Mehriyar,`,Mel,',Hussain,who,would,go,on,to,play,briefly,for,Worcestershire,and,Abbas,used,to,bat,on,the,outfield,while,he,chased,after,the,ball,.}",20,1,4,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[brother],INV_NGRAM_1_[first],INV_NGRAM_1_[visit],INV_NGRAM_1_[family],""INV_NGRAM_2_[younger brother]""}","{-1.17199,-0.362333,-0.344585,-0.209083,0.174575,-0.121942}"
415109@121_15-415109@121_17,415109@121,Jo Stafford-MacRae,,0.442,"{The,following,year,"","",they,repeated,their,success,with,``,My,Happiness,'',"","",and,Stafford,and,MacRae,recorded,``,Whispering,Hope,'',together,.}",17,1,15,1,1,"{""INV_BETW_L_[conj_and conj_and]"",""INV_BETW_[conj_and happiness conj_and]"",""INV_BETW_D_[conj_and happiness conj_and]""}","{-0.0949515,0.0117573,0.0117573}"
4767381@50_22-4767381@50_13,4767381@50,Cui Hao-Li Shun,,0.342,"{It,was,also,around,this,time,that,Emperor,Taiwu,considered,making,the,minister,Li,Shun,-LRB-,-RRB-,"","",who,was,related,to,Cui,by,marriage,"","",a,major,general,.}",13,2,22,1,1,"{people_between_bucket=0,NGRAM_1_[relate],""BETW_L_[dobj xcomp ccomp ccomp prep_to]""}","{-0.729378,-0.056301,-0.00022589}"
32431837@5_0-32431837@5_29,32431837@5,Saul Samuel-Samuel Lyons,,0.472,"{Samuel,arrived,in,Australia,on,25,August,1832,aboard,``,The,Brothers,'',with,his,mother,to,meet,with,Samuel,'s,brother,"","",Lewis,"","",and,their,uncle,"","",Samuel,Lyons,"","",was,had,arrived,in,colonial,New,South,Wales,a,few,years,earlier,.}",29,2,0,1,1,"{INV_NGRAM_1_[mother],INV_NGRAM_1_['s],INV_NGRAM_1_[meet],INV_NGRAM_1_[brother],""INV_NGRAM_2_['s brother]"",INV_NGRAM_1_[uncle]}","{2.0702,-1.17199,-0.790154,-0.362333,0.319846,0.262262}"
173908@18_0-173908@18_22,173908@18,Cyril Burt-May Smith,,0.118,"{Burt,was,one,of,a,group,of,students,who,worked,with,McDougall,"","",which,included,William,Brown,"","",John,Carl,Frugel,"","",May,Smith,"","",who,all,went,on,to,have,distinguished,careers,in,psychology,.}",22,2,0,1,1,"{INV_NGRAM_1_[include],INV_NGRAM_1_[work],INV_NGRAM_1_[group],INV_NGRAM_1_[student],INV_NGRAM_1_[one],""INV_BETW_L_[appos appos dobj rcmod prep_with rcmod prep_of prep_of nsubj]""}","{-0.906718,-0.544445,-0.333685,-0.17433,-0.0473654,-0.00179886}"
2872387@68_3-2872387@68_19,2872387@68,Cheyenne Jackson-Anne Archer,,0.09,"{In,2008,"","",Jackson,played,series,lead,Sebastian,Kinglare,for,the,Lifetime,Television,pilot,``,Family,Practice,'',opposite,Anne,Archer,and,Beau,Bridges,.}",19,2,3,1,1,"{INV_NGRAM_1_[play],INV_NGRAM_1_[lead],INV_NGRAM_1_[opposite],INV_NGRAM_1_[pilot],INV_NGRAM_1_[series],""INV_NGRAM_2_[play series]""}","{-0.915355,-0.589478,-0.476805,-0.191163,-0.113552,-0.00388745}"
420811@50_3-420811@50_7,420811@50,Jimmie Davis-Ralph Norman Bauer,,0.262,"{In,addition,"","",Davis,retained,the,anti-Long,Ralph,Norman,Bauer,of,St.,Mary,Parish,as,House,speaker,"","",a,selection,made,originally,in,1940,by,Sam,Jones,.}",7,3,3,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[retain],""INV_BETW_[dobj retain nsubj]"",""INV_BETW_D_[dobj retain nsubj]"",INV_NGRAM_1_[anti-long]}","{-0.973964,-0.124919,0.0157699,0.0157699,0.0130282}"
12241595@18_0-12241595@18_17,12241595@18,Ram Singh Thakur-Subhash Chandra Bose,,0.15,"{Singh,"","",who,had,initially,not,volunteered,"","",was,sent,to,Japan,"","",where,he,met,Netaji,Subhash,Chandra,Bose,.}",17,3,0,1,1,"{INV_NGRAM_1_[meet],INV_NGRAM_1_[send],INV_NGRAM_1_[initially],INV_NGRAM_1_[volunteer],""INV_BETW_L_[dobj rcmod prep_to nsubjpass]""}","{-0.790154,-0.568813,-0.265701,-0.0702557,0.032545}"
8810453@9_5-8810453@9_32,8810453@9,"John G. Blowers, Jr.-Mel Torm",,0.43,"{In,addition,to,Sinatra,"","",Blowers,performed,with,Louis,Armstrong,"","",Perry,Como,"","",Bing,Crosby,"","",Sidney,Bechet,"","",Eddie,Fisher,"","",Ella,Fitzgerald,"","",Judy,Garland,"","",Billie,Holiday,"","",Mel,Torm,"","",and,many,others,.}",32,2,5,1,1,"{INV_NGRAM_1_[perform],""INV_BETW_L_[appos conj_and appos prep_with nsubj]""}","{-0.321029,-0.00992944}"
655584@22_0-655584@22_7,655584@22,Emily Saliers-Tristin Chipman,,0.052,"{Saliers,married,former,Indigo,Girls,tour,manager,Tristin,Chipman,in,New,York,in,2013,.}",7,2,0,1,1,"{INV_NGRAM_1_[marry],""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[tour],INV_NGRAM_1_[former],INV_NGRAM_1_[manager],""INV_BETW_D_[dobj marry nsubj]""}","{-1.27006,-0.973964,-0.561758,0.297861,-0.287082,-0.0469012}"
9467613@19_3-9467613@19_19,9467613@19,Felice Giani-Ballanti Graziani,,0.392,"{In,Faenza,"","",Giani,created,a,studio,which,had,as,pupils,Gaetano,Bertolani,"","",Antonio,Trentanove,"","",the,brothers,Ballanti,Graziani,"","",and,Marcantonio,Trifogli,.}",19,2,3,1,1,"{INV_NGRAM_1_[brother],INV_NGRAM_1_[studio],INV_NGRAM_1_[create],INV_NGRAM_1_[pupil],""INV_BETW_L_[dep conj_and dobj nsubj]"",""INV_BETW_D_[dep brother conj_and studio dobj create nsubj]""}","{-0.362333,-0.201555,0.0462839,0.0391891,0.0301954,0.00825095}"
31348320@12_12-31348320@12_1,31348320@12,Joseph T. Goodman-Eisen,,0.158,"{With,Eisen,'s,encouragement,"","",professional,contacts,"","",and,research,materials,"","",Goodman,set,to,work,.}",1,1,12,1,1,"{people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[research],NGRAM_1_[professional],NGRAM_1_[contact],NGRAM_1_[encouragement]}","{-0.729378,-0.57959,-0.27508,-0.235685,0.0701123,-0.00981636}"
41567808@72_2-41567808@72_17,41567808@72,John Darras-William Ryman,,0.492,"{In,1407,Darras,"","",together,with,Robert,Corbet,"","",Roger,Corbet,"","",nephews,of,Joan,"","",and,William,Ryman,of,Sussex,all,of,Arundel,'s,affinity,granted,a,burgage,in,Shrewsbury,"","",known,as,Ireland,Hall,"","",to,Shrewsbury,Abbey,for,charitable,purposes,.}",17,2,2,1,1,"{INV_NGRAM_1_[together],INV_NGRAM_1_[nephew],""INV_BETW_L_[conj_and nsubj prep_in]""}","{-0.037787,0.0374632,-0.0270153}"
27912388@2_4-27912388@2_20,27912388@2,Hercules Pakenham-Thomas Pakenham,,0.868,"{A,member,of,the,Pakenham,family,headed,by,the,Earl,of,Longford,"","",he,was,the,eldest,son,of,Lieutenant-General,Thomas,Pakenham,"","",by,Elizabeth,Clarke,"","",daughter,of,William,Clarke,"","",of,New,York,City,.}",20,2,4,1,1,"{INV_NGRAM_1_[son],INV_NGRAM_1_[eldest],""INV_NGRAM_2_[eldest son]"",INV_NGRAM_1_[family],INV_NGRAM_1_[head],""INV_NGRAM_2_[family head]""}","{1.76438,0.341573,-0.262935,0.174575,-0.144149,-0.0859967}"
762369@82_5-762369@82_17,762369@82,Birgit Nilsson-Royce Nilsson,,0.434,"{After,one,performance,in,which,Nilsson,was,singing,"","",Milanov,commandeered,and,drove,off,in,the,Rolls,Royce,Nilsson,had,hired,for,after,the,performance,.}",17,2,5,1,1,"{INV_NGRAM_1_[drive],INV_NGRAM_1_[singing],INV_NGRAM_1_[commandeer],""INV_BETW_D_[prep_in hire ccomp drive conj_and commandeer prep_after performance rcmod singing nsubj]"",""INV_BETW_[prep_in hire ccomp drive conj_and commandeer prep_after performance rcmod singing nsubj]"",""INV_BETW_L_[prep_in ccomp conj_and prep_after rcmod nsubj]""}","{-0.213632,-0.127301,0.00998368,0.00529218,0.00529218,0.00529218}"
566126@5_0-566126@5_27,566126@5,Robert Beaven-George Anthony Walkem,,0.246,"{Beaven,was,elected,to,the,provincial,legislature,in,1871,"","",the,year,of,union,with,Canada,and,served,in,the,cabinets,of,De,Cosmos,and,his,successor,George,Anthony,Walkem,as,chief,commissioner,of,land,and,works,.}",27,3,0,1,1,"{INV_NGRAM_1_[year],INV_NGRAM_1_[serve],INV_NGRAM_1_[successor],INV_NGRAM_1_[union],INV_NGRAM_1_[elect],INV_NGRAM_1_[cabinet]}","{-0.484481,-0.384431,0.134367,-0.107617,0.0966364,-0.0509112}"
23823446@8_13-23823446@8_1,23823446@8,Jalinus-Rostam,,0.498,"{After,Rostam,'s,death,at,the,battle,and,the,other,commanders,withdrawal,"","",Jalinus,took,command,of,what,was,left,of,the,Sasanian,army,.}",1,1,13,1,1,"{people_between_bucket=0,NGRAM_1_[battle],NGRAM_1_['s],NGRAM_1_[commander],NGRAM_1_[death],""BETW_[poss death prep_after take nsubj]""}","{-0.729378,0.594716,-0.57959,0.269796,0.206439,0.119027}"
23467659@1_0-23467659@1_3,23467659@1,Edith Márquez-Edith M rquez Landa,,0.074,"{Edith,M,rquez,Edith,M,rquez,Landa,-LRB-,;,born,January,27,"","",1973,-RRB-,is,a,Mexican,singer,and,actress,.}",3,4,0,1,1,"{INV_BETW_D_[nn],INV_BETW_L_[nn],INV_BETW_[nn],INV_NGRAM_1_[rquez]}","{-0.819983,-0.819235,-0.819235,-0.00527933}"
11700844@42_13-11700844@42_28,11700844@42,Helen Clay Frick-Frick,f,0.11,"{Why,he,left,for,Europe,without,following,through,on,his,promise,to,marry,Helen,is,unknown,"","",but,was,perhaps,because,Helen,'s,brother,told,St.,John,that,Frick,would,never,sanction,a,marriage,between,the,two,.}",28,1,13,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[tell],INV_NGRAM_1_[brother],""INV_NGRAM_2_['s brother]"",INV_NGRAM_1_[perhaps],INV_NGRAM_1_[unknown]}","{-1.17199,-0.627435,-0.362333,0.319846,-0.0629718,-0.0420944}"
1993959@32_22-1993959@32_32,1993959@32,Meng Da-Wei,,0.538,"{In,228,"","",Zhuge,Liang,launched,the,first,of,a,series,of,Northern,Expeditions,against,Wei,"","",and,he,succeeded,in,persuading,Meng,Da,to,assist,the,Shu,army,by,rebelling,against,Wei,.}",32,1,22,2,2,"{INV_NGRAM_1_[rebel],INV_NGRAM_1_[assist],INV_NGRAM_1_[army],""INV_BETW_D_[prep_against rebel prepc_by assist xcomp persuade dobj]"",""INV_BETW_[prep_against rebel prepc_by assist xcomp persuade dobj]"",""INV_BETW_L_[prep_against prepc_by xcomp dobj]""}","{-0.116829,0.0999921,0.056211,0.0049093,0.0049093,0.0049093}"
34236436@47_9-34236436@47_0,34236436@47,Meinhard of Neuhaus-George,,0.258,"{George,of,Pod,brady,refused,"","",and,indicated,the,Meinhard,would,be,tried,in,a,court,of,law,.}",0,1,9,1,1,"{people_between_bucket=0,NGRAM_1_[refuse],NGRAM_1_[indicate],NGRAM_1_[brady],""BETW_D_[nsubj refuse conj_and indicate ccomp try nsubjpass]"",""NGRAM_2_[brady refuse]""}","{-0.729378,-0.136644,-0.118509,-0.0746657,-0.01362,-0.01362}"
4536846@16_0-4536846@16_4,4536846@16,Fred Bruney-Buddy Ryan,,0.482,"{Bruney,was,replaced,by,Buddy,Ryan,for,the,1986,season,.}",4,2,0,1,1,"{INV_NGRAM_1_[replace],""INV_BETW_L_[agent nsubjpass]"",""INV_BETW_[agent replace nsubjpass]"",""INV_BETW_D_[agent replace nsubjpass]""}","{-0.263395,0.214706,0.0183328,0.0183328}"
25351963@3_4-25351963@3_28,25351963@3,Joe Caven-Addington Callies,,0.224,"{Born,in,Kirkintilloch,"","",Caven,also,played,for,Brighton,&,Hove,Albion,"","",Raith,Rovers,and,Stirling,Albion,"","",with,a,short,time,in,South,Africa,playing,for,Addington,and,Germiston,Callies,.}",28,2,4,1,1,"{INV_NGRAM_1_[play],""INV_BETW_L_[null null nsubj]"",INV_NGRAM_1_[also],INV_NGRAM_1_[time],INV_NGRAM_1_[short],""INV_NGRAM_2_[short time]""}","{-0.915355,0.888041,-0.687095,-0.319971,-0.161587,-0.0322119}"
26344210@29_28-26344210@29_25,26344210@29,Pat Hanna-Chauvel,,0.338,"{Charles,Chauvel,considered,casting,Hanna,as,the,lead,in,his,``,Forty,Thousand,Horsemen,'',film,but,was,impressed,by,the,younger,Chips,Rafferty,who,Chauvel,cast,in,Hanna,'s,place,.}",25,1,28,1,1,"{people_between_bucket=0,""BETW_L_[nsubj prep_in poss]"",NGRAM_1_[cast],""BETW_D_[nsubj cast prep_in place poss]"",""BETW_[nsubj cast prep_in place poss]""}","{-0.729378,0.0180835,-0.00819104,-0.00144802,-0.00144802}"
897536@96_11-897536@96_14,897536@96,Ed Schieffelin-Richard Gird,,0.46,"{They,filed,a,claim,for,their,find,"","",but,Al,and,Ed,Schieffelin,and,Richard,Gird,contested,their,claim,"","",asserting,it,violated,their,earlier,claims,.}",14,2,11,2,2,"{INV_BETW_L_[conj_and],INV_BETW_D_[conj_and],INV_BETW_[conj_and]}","{-0.017601,-0.0175534,-0.0157064}"
32306392@1_0-32306392@1_19,32306392@1,Lalla Fatima Zohra-Mohammed V,,0.956,"{Lalla,Fatima,Zohra,Lalla,Fatima,Zohra,-LRB-,29,June,1929,10,August,2014,-RRB-,was,the,eldest,daughter,of,Mohammed,V,of,Morocco,.}",19,2,0,3,3,"{INV_NGRAM_1_[daughter],""INV_BETW_L_[prep_of nsubj nn]"",INV_NGRAM_1_[eldest],INV_NGRAM_1_[29],INV_NGRAM_1_[2014],""INV_NGRAM_2_[eldest daughter]""}","{1.52214,1.0754,0.341573,0.198568,-0.154563,0.0839348}"
29656350@170_0-29656350@170_29,29656350@170,John Taglieri-Pat Monahan,,0.074,"{Taglieri,has,also,stated,he,is,influenced,by,modern,bands,such,as,Third,Eye,Blind,"","",Train,"","",Matchbox,20,"","",Edwin,McCain,"","",&,Vertical,Horizon,"","",with,Pat,Monahan,from,Train,being,one,of,his,favorite,vocalists,.}",29,2,0,1,1,"{INV_NGRAM_1_[also],INV_NGRAM_1_[state],INV_NGRAM_1_[influence],INV_NGRAM_1_[band],INV_NGRAM_1_[20],INV_NGRAM_1_[modern]}","{-0.687095,-0.678814,-0.486213,-0.380883,0.200518,0.0925398}"
21624727@17_4-21624727@17_1,21624727@17,John Taylor Jones-Hunter,,0.398,"{Rev.,Hunter,introduced,Rev.,Jones,to,the,praklang,"","",who,received,him,with,apparent,kindness,"","",likely,because,they,were,American,citizens,.}",1,1,4,1,1,"{people_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[introduce],""BETW_[nsubj introduce dobj]"",""BETW_D_[nsubj introduce dobj]""}","{-0.729378,0.459084,-0.0925464,-0.0160205,-0.0160205}"
8417252@1_0-8417252@1_10,8417252@1,Luis León Sánchez-Gil,,0.016,"{Luis,Le,n,S,nchez,Luis,Le,n,S,nchez,Gil,-LRB-,born,24,November,1983,in,Mula,-RRB-,is,a,Spanish,road,bicycle,racer,for,UCI,ProTeam,.}",10,1,0,2,2,"{INV_NGRAM_1_[n],INV_NGRAM_1_[s],INV_BETW_D_[nn],INV_BETW_L_[nn],INV_BETW_[nn],""INV_NGRAM_2_[s nchez]""}","{-0.860368,-0.845661,-0.819983,-0.819235,-0.819235,-0.0109147}"
32644871@5_13-32644871@5_4,32644871@5,Aba Dunner-Josef Hirsch Dunner,t,0.31,"{His,father,was,Rabbi,Josef,Hirsch,Dunner,"","",a,scion,of,the,distinguished,Dunner,family,of,Cologne,"","",and,from,1936,chief,rabbi,of,East,Prussia,.}",4,3,13,1,1,"{people_between_bucket=0,NGRAM_1_[distinguished],""BETW_L_[null conj_and prep_of nn]"",NGRAM_1_[scion]}","{-0.729378,-0.0275218,0.00878086,-0.00366233}"
4621070@21_5-4621070@21_1,4621070@21,William Zillman-Schifcofskes,,0.324,"{After,Schifcofskes,',departure,"","",Zillman,was,set,to,cement,his,place,in,the,Raiders,starting,line-up,during,the,2007,season,.}",1,1,5,1,1,"{people_between_bucket=0,NGRAM_1_[departure],""BETW_L_[poss prep_after nsubjpass]"",""BETW_[poss departure prep_after set nsubjpass]"",""BETW_D_[poss departure prep_after set nsubjpass]""}","{-0.729378,-0.0578205,-0.0314947,-0.00786327,-0.00786327}"
12671690@3_0-12671690@3_19,12671690@3,Michael E. Burgess-Eldon V.,t,0.962,"{Burgess,was,born,in,Lusk,"","",Wyoming,and,grew,up,in,Central,City,"","",Nebraska,"","",the,son,of,Eldon,V.,and,Ida,May,Spencer,Burgess,.}",19,2,0,1,1,"{INV_NGRAM_1_[bear],INV_NGRAM_1_[son],""INV_BETW_D_[prep_of son dep bear nsubjpass]"",""INV_BETW_[prep_of son dep bear nsubjpass]"",INV_NGRAM_1_[grow],""INV_BETW_L_[prep_of dep nsubjpass]""}","{2.23147,1.76438,-0.211958,-0.211493,-0.0584955,-0.0324378}"
750502@19_6-750502@19_26,750502@19,Kin Shriner-Laura Spencer,,0.234,"{On,February,19,"","",2013,"","",Kin,Shriner,reprises,the,role,of,Scott,Baldwin,on,``,General,Hospital,'',"","",a,few,days,after,his,ex-wife,Laura,Spencer,"","",played,by,Genie,Francis,"","",returns,to,Port,Charles,.}",26,2,6,2,2,"{INV_NGRAM_1_[role],INV_NGRAM_1_[day],INV_NGRAM_1_[ex-wife],INV_NGRAM_1_[reprise],""INV_BETW_L_[prep_after prep_on prep_of nsubj ccomp nsubj]""}","{-0.678928,-0.338357,-0.0957509,-0.014797,-0.00406502}"
3814407@7_0-3814407@7_45,3814407@7,Patrick Levis-Donny Osmond,,0.018,"{Patrick,also,made,another,Disney,Channel,movie,with,Frankie,Muniz,called,``,Miracle,in,Lane,2,'',-LRB-,2000,-RRB-,-LRB-,TV,-RRB-,and,also,starred,in,the,TV,movie,``,Inside,the,Osmonds,'',-LRB-,2001,-RRB-,-LRB-,TV,-RRB-,"","",where,he,played,Donny,Osmond,.}",45,2,0,1,1,"{INV_NGRAM_1_[play],INV_NGRAM_1_[make],INV_NGRAM_1_[star],INV_NGRAM_1_[also],INV_NGRAM_1_[another],INV_NGRAM_1_[call]}","{-0.915355,-0.883012,-0.787462,-0.687095,-0.648602,-0.525382}"
583451@114_24-583451@114_0,583451@114,Campbell Newman-Newman,f,0.056,"{Newman,'s,defeat,triggered,a,party,room,challenge,to,Northern,Territory,Chief,Minister,Adam,Giles,whose,leadership,style,is,said,to,be,similar,to,Newman,'s,.}",0,1,24,1,1,"{people_between_bucket=2,NGRAM_1_['s],NGRAM_1_[defeat],NGRAM_1_[style],NGRAM_1_[say],NGRAM_1_[whose]}","{-1.00443,-0.57959,-0.506905,-0.340993,-0.327728,0.156067}"
24499158@100_0-24499158@100_38,24499158@100,La Parka II-Parka,f,0.012,"{Parka,would,finally,get,his,hands,on,Taboo,on,July,31,at,``,Verano,de,Esc,ndalo,'',in,an,eight,man,tag,team,match,between,the,two,groups,"","",which,``,El,Inframundo,'',lost,"","",when,Parka,was,disqualified,for,excessive,violence,on,his,brother,.}",38,1,0,1,1,"{INV_NGRAM_1_[de],INV_NGRAM_1_[team],INV_NGRAM_1_[two],INV_NGRAM_1_[get],INV_NGRAM_1_[match],INV_NGRAM_1_[lose]}","{-0.757204,-0.664721,-0.621691,-0.586164,-0.492593,-0.437549}"
1875241@33_16-1875241@33_39,1875241@33,George Goldner-Levy,,0.176,"{In,January,1957,"","",Goldner,"","",Kolsky,and,Levy,formed,Roulette,Records,"","",but,shortly,afterwards,Goldner,sold,his,interest,in,the,company,"","",as,well,as,his,remaining,interests,in,Tico,"","",Rama,"","",and,Gee,"","",to,Levy,.}",39,1,16,1,1,"{""INV_BETW_L_[prep_to nsubj]"",INV_NGRAM_1_[well],INV_NGRAM_1_[sell],INV_NGRAM_1_[company],INV_NGRAM_1_[interest],INV_NGRAM_1_[remain]}","{-0.673601,-0.358355,-0.258128,-0.133311,-0.0943003,-0.0399007}"
1224846@1_0-1224846@1_29,1224846@1,Gaius Julius Caesar Strabo Vopiscus-Poppilia,,0.906,"{Gaius,Julius,Caesar,Strabo,Vopiscus,Gaius,Julius,Caesar,Strabo,Vopiscus,-LRB-,ca.,130,BC,87,BC,-RRB-,was,the,younger,son,to,Lucius,Julius,Caesar,II,and,his,wife,Poppilia,and,younger,brother,to,Lucius,Julius,Caesar,III,.}",29,1,0,5,5,"{INV_NGRAM_1_[son],INV_NGRAM_1_[bc],INV_NGRAM_1_[younger],INV_NGRAM_1_[130],INV_NGRAM_1_[ca.],INV_NGRAM_1_[wife]}","{1.76438,0.354448,0.0643151,0.0617882,0.0459531,-0.0323277}"
2287632@10_4-2287632@10_15,2287632@10,Óscar Pereiro-Hincapie,,0.352,"{In,January,2014,"","",Pereiro,confessed,on,a,radio,show,he,sold,this,stage,to,Hincapie,"","",making,the,deal,some,kilometers,before,arriving,to,the,finish,line,.}",15,1,4,1,1,"{INV_NGRAM_1_[stage],INV_NGRAM_1_[sell],""INV_NGRAM_2_[radio show]"",INV_NGRAM_1_[confess],INV_NGRAM_1_[radio],INV_NGRAM_1_[show]}","{-0.436293,-0.258128,0.201855,-0.104536,0.0930676,-0.0444381}"
2543894@79_5-2543894@79_12,2543894@79,Anna Chakvetadze-Venus Williams,,0.122,"{At,the,Rome,Masters,"","",Chakvetadze,lost,a,close,three,setter,to,Venus,Williams,in,the,third,round,.}",12,2,5,1,1,"{INV_NGRAM_1_[three],""INV_BETW_L_[prep_to nsubj]"",INV_NGRAM_1_[lose],INV_NGRAM_1_[close],""INV_BETW_D_[prep_to lose nsubj]"",""INV_BETW_[prep_to lose nsubj]""}","{-0.695591,-0.673601,-0.437549,-0.166239,-0.0225474,-0.0225474}"
24432752@6_2-24432752@6_4,24432752@6,David Bergstein-Graybox,,0.258,"{In,1994,Bergstein,co-founded,Graybox,-LRB-,now,Cyrano,Group,-RRB-,"","",a,private,equity,and,consulting,firm,where,he,is,CEO,.}",4,1,2,1,1,"{""INV_BETW_L_[dobj nsubj]"",INV_NGRAM_1_[co-found],""INV_BETW_[dobj co-found nsubj]"",""INV_BETW_D_[dobj co-found nsubj]"",INV_WORD_SEQ_[co-founded]}","{-0.973964,-0.00679363,0.00151353,0.00151353,-0.000867873}"
3573634@9_20-3573634@9_15,3573634@9,Wei Guan-Shu Han,,0.294,"{When,the,Cao,Wei,regent,Sima,Zhao,commissioned,Zhong,Hui,and,Deng,Ai,to,attack,Shu,Han,in,263,"","",Wei,served,as,Deng,'s,deputy,.}",15,2,20,1,1,"{people_between_bucket=0,NGRAM_1_[263],""BETW_L_[dobj vmod advcl nsubj]"",""BETW_[dobj attack vmod commission advcl serve nsubj]"",""BETW_D_[dobj attack vmod commission advcl serve nsubj]""}","{-0.729378,-0.0127808,-0.00488452,-0.00431896,-0.00431896}"
